ID,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
9262,07-04-2013,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,SA
3427,04-12-2013,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,SA
5892,04-10-2013,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0,SA
8911,04-08-2013,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,SP
6606,3/31/13,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,SP
2677,3/31/13,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,SA
252,3/17/13,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,SA
9860,3/15/13,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,SP
1388,2/20/13,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,AUS
979,2/20/13,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,SP
7494,1/21/13,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,CA
10490,12-10-2012,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,AUS
3403,9/24/12,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,SP
2715,08-06-2012,11,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,1,0,CA
4828,6/18/14,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0,SA
92,05-12-2014,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,CA
3312,05-12-2014,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,IND
11176,05-12-2014,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,CA
1446,04-05-2014,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,SA
9699,12/21/13,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,SP
9790,11/23/13,12,912,72,170,47,36,97,1,11,3,4,4,0,0,1,0,0,1,0,CA
2324,10/27/13,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,SP
5080,10/21/13,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,1,0,ME
4992,9/19/13,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1,0,SP
7849,09-09-2013,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,SP
4808,09-05-2013,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP
10401,09-04-2013,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,0,1,GER
7793,8/31/13,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,SP
9303,7/30/13,12,12,4,7,1,3,5,0,1,0,0,13,0,0,0,0,0,0,0,IND
6853,07-04-2013,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,0,AUS
7366,07-04-2013,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,0,IND
9780,6/25/13,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,SP
7573,05-10-2013,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,1,0,GER
1379,4/27/13,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,SA
8923,4/18/13,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,1,0,SP
3547,12/30/12,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,1,0,SA
8707,8/22/12,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,1,0,SP
1891,08-08-2012,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,1,0,SP
6271,6/19/14,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,SP
9635,4/20/14,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,SP
9727,2/28/14,13,4,24,11,16,1,25,1,2,0,4,6,0,0,0,0,0,0,0,CA
6205,2/24/14,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,1,0,CA
10681,1/15/14,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,SP
5156,1/15/14,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,SP
3050,12/17/13,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,SP
8164,11/25/13,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,SA
5626,11/23/13,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,SP
7600,10/28/13,13,1,3,3,8,1,13,2,1,0,3,7,0,0,0,0,0,0,0,CA
6406,10/28/13,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,GER
7002,10-03-2013,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,SP
8234,8/15/13,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,1,0,SP
6116,07-05-2013,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,SP
291,6/19/13,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,SA
8779,6/16/13,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,1,0,US
4931,4/29/13,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0,SA
1650,4/22/13,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,SP
9701,3/19/13,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,CA
6431,2/23/13,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,IND
10789,2/23/13,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,SP
5302,2/15/13,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,1,0,SP
4459,12/30/12,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,SP
10642,12/30/12,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,SP
9213,10/31/12,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,SP
3678,10-07-2012,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,1,0,SP
3698,08-09-2012,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,1,0,SP
5929,05-06-2014,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,SP
10795,05-06-2014,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,IND
4390,4/15/14,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0,0,SA
9362,03-05-2014,14,492,5,32,13,5,21,1,9,1,7,6,0,1,0,0,0,0,0,CA
1577,2/19/14,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,1,0,SP
4609,01-11-2014,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,SP
7143,11-06-2013,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,SP
1729,10-02-2013,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,SP
10664,09-07-2013,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,SP
5029,08-06-2013,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,SP
10507,7/25/13,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,US
3865,4/30/13,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,1,0,CA
6982,3/19/13,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,IND
7042,03-01-2013,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,1,0,SP
9668,01-12-2013,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,0,SA
6878,12-12-2012,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,SP
4099,11-12-2012,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,SP
5031,9/22/12,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,1,0,SP
1970,09-10-2012,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0,SP
5726,3/20/14,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,0,1,SA
5231,2/27/14,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,SP
1307,02-09-2014,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,SP
10609,10-12-2013,15,71,0,13,3,1,0,2,1,1,4,4,0,0,0,0,0,0,0,CA
5782,9/28/13,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,SP
7533,9/24/13,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,CA
9493,05-05-2013,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,1,0,CA
2253,2/16/13,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,SP
2326,2/16/13,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,SP
1876,2/16/13,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,IND
7141,12/29/12,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,1,0,SP
7393,12-10-2012,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,SP
4713,11/22/12,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,SP
5093,9/18/12,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,0,SP
8524,9/18/12,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,0,SP
3766,8/16/12,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,1,0,SP
9725,06-05-2014,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,SP
8933,05-12-2014,16,26,3,23,4,7,3,2,2,0,4,6,0,0,0,0,0,0,0,CA
10779,4/13/14,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,SP
9289,04-10-2014,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,1,0,SP
2613,04-03-2014,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,SP
10133,02-12-2014,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,1,0,CA
8443,02-10-2014,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,1,0,SA
10796,1/22/14,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,IND
10241,12/15/13,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,SP
3388,10/30/13,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,GER
6507,10-04-2013,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,AUS
7446,09-09-2013,16,520,42,98,0,42,14,2,6,4,10,6,0,0,0,0,0,0,0,US
87,8/26/13,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,0,GER
10477,08-06-2013,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,SP
6072,02-02-2013,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,1,0,SP
2518,1/25/13,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,GER
247,11/17/12,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,1,0,SP
9463,11/13/12,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,CA
1459,11-07-2012,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,SP
9530,11-01-2012,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,0,SA
9653,10/16/12,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,SA
10785,6/19/14,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0,SA
9392,05-08-2014,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP
3769,03-02-2014,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,AUS
10146,03-02-2014,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,AUS
4741,1/30/14,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,SP
1880,1/30/14,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,IND
6471,10/17/13,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,SP
5718,8/15/13,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,1,0,SA
3478,6/24/13,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,1,0,CA
7848,6/13/13,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,IND
7999,4/23/13,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,1,0,SP
11101,4/15/13,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,AUS
9212,2/14/13,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,SP
10983,1/29/13,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,SA
3629,12/19/12,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,CA
4673,10/30/12,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,1,0,SP
796,10/23/12,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,CA
618,9/28/12,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,AUS
380,09-10-2012,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,1,0,SA
1092,08-11-2012,17,269,129,495,182,43,29,4,9,3,4,7,0,0,0,0,0,0,0,IND
8962,4/17/14,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,SA
8207,3/18/14,18,28,0,9,3,0,0,1,1,0,3,4,0,0,0,0,0,0,0,CA
6521,3/18/14,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,SA
535,2/25/14,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,GER
4608,2/25/14,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,1,0,SA
11086,1/18/14,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,SP
1064,12-11-2013,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,SP
7000,10/13/13,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,GER
1581,10-10-2013,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,1,0,SP
7384,7/21/13,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,SP
10552,5/20/13,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,SP
6409,5/18/13,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,1,0,SA
9507,04-07-2013,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,SP
9560,03-03-2013,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,1,0,SP
10991,12-07-2012,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,CA
4712,11/28/12,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,SP
11056,10/27/12,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,SP
7414,9/15/12,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,SP
3076,09-07-2012,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,AUS
6355,6/17/14,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,SP
7959,5/29/14,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,SP
5512,5/23/14,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,SP
10102,05-12-2014,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,SA
9369,3/19/14,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,1,0,GER
3711,03-01-2014,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,SP
6931,2/15/14,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,1,0,SP
9596,12/23/13,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,US
2727,12-04-2013,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,SA
8416,11/29/13,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,US
3967,10/25/13,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,CA
2139,10-02-2013,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,AUS
2162,9/18/13,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,SP
9242,8/17/13,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,1,0,SA
10595,07-08-2013,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,SP
4855,06-06-2013,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,1,0,US
5049,06-06-2013,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,SP
4967,3/29/13,19,233,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,0,0,SA
5255,2/20/13,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,AUS
9215,12-12-2012,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,CA
3525,12-07-2012,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP
3619,9/23/12,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,1,0,AUS
4415,09-12-2012,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,SP
3645,8/30/12,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,1,0,SP
4692,08-01-2012,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,1,0,AUS
3955,6/22/14,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,SA
5313,4/18/14,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,SP
7196,02-08-2014,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,CA
1381,1/28/14,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,1,0,SP
10951,1/25/14,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,SP
4322,11/27/13,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,SP
7444,10/19/13,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,SP
2942,05-07-2013,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,SP
2874,03-07-2013,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,SA
3667,2/28/13,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,1,0,GER
3697,02-12-2013,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,CA
9955,02-12-2013,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,SP
5320,1/29/13,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,1,0,SA
6422,1/17/13,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,IND
3690,01-11-2013,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,1,0,SP
2408,11/20/12,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,IND
9260,11-05-2012,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,CA
9648,11-03-2012,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,SP
4939,8/31/12,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,US
8652,8/31/12,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,SA
4702,08-12-2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,SP
2587,5/15/14,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,AUS
2811,04-12-2014,21,52,0,9,0,0,,2,1,0,4,4,0,0,0,0,0,0,0,SP
9150,04-12-2014,21,,0,9,0,0,1,2,1,0,4,4,0,0,0,0,,0,0,SP
10127,04-06-2014,21,301,11,61,4,7,11,1,8,2,,7,0,0,0,0,0,0,,CA
5493,3/19/14,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,SP
2666,02-06-2014,21,519,50,167,130,0,41,1,8,3,11,3,0,1,0,0,0,0,0,CA
10099,10-05-2013,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,SA
10562,9/28/13,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,IND
7881,9/28/13,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,SP
6721,7/29/13,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,0,CA
5204,6/29/13,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,1,0,SP
5209,6/17/13,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,SA
10128,06-08-2013,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,CA
9284,06-08-2013,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,SP
8643,5/26/13,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,IND
1685,3/17/13,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,CA
2877,1/21/13,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,SA
8369,11-08-2012,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,SP
6233,09-07-2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,SP
195,8/26/12,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,1,0,SP
1501,08-04-2012,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,US
10846,5/29/14,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,CA
8341,4/30/14,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,1,0,SP
10766,04-11-2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,SP
9971,04-11-2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,SA
1740,04-07-2014,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,SP
8737,04-05-2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,SP
6466,03-12-2014,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,SP
10430,10-09-2013,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,AUS
8773,6/25/13,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,US
2371,4/13/13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,GER
7786,2/13/13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,SP
4088,12-06-2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,SP
4971,12-06-2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,SA
10560,6/16/14,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,SP
6892,06-03-2014,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,SP
11004,5/17/14,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,SA
1818,3/25/14,23,25,0,8,0,1,4,1,2,0,2,9,0,0,0,0,0,0,0,CA
9485,03-10-2014,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,SA
6646,03-01-2014,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,CA
4248,2/17/14,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,SP
7451,2/17/14,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,SP
7861,02-05-2014,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,SP
5232,1/27/14,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,SP
3011,1/27/14,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,SA
5758,1/14/14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,1,0,SP
2173,10/16/13,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,SP
10711,10-02-2013,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,SA
8268,07-11-2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,CA
2782,07-11-2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,SP
9432,06-02-2013,23,9,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,0,SA
5872,06-01-2013,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,US
11187,5/20/13,23,2,8,10,12,14,23,3,2,1,3,5,0,0,0,0,0,0,0,CA
2428,05-04-2013,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,GER
1726,3/18/13,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,1,0,SP
1802,1/17/13,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,SP
1162,01-10-2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,SP
10643,01-10-2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,AUS
11112,12-03-2012,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,SP
2114,11/24/12,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,US
4261,11/24/12,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,SA
2457,10/26/12,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,SP
2495,6/20/14,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,SP
6983,05-01-2014,24,23,2,17,2,1,0,2,2,0,3,7,0,0,0,0,0,0,0,IND
3436,1/26/14,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,SP
7505,1/19/14,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,SP
4286,01-09-2014,24,580,6,58,8,0,27,3,7,6,6,4,1,0,0,0,0,0,0,IND
7224,12/29/13,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,IND
